ligand_number,enumeration,conformer_number,name,score,smiles,lowest_conformer
721,0,0,721:0:0,-8.91106,[H]c1nn(C(=O)N([H])c2c([H])c([H])c(Cl)c([H])c2[H])c(-c2c([H])nn(-c3c([H])c([H])c([H])c([H])c3[H])c2C([H])([H])[H])c1[H],True
722,0,0,722:0:0,-7.43521,[H]c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])(C([H])([H])N([H])C(=O)c1oc3c(c([H])c([H])c4c([H])c([H])c([H])c([H])c43)c1C([H])([H])[H])O2,True
724,0,0,724:0:0,-6.39275,[H]C1=C(c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)C([H])([H])C([H])([H])N(S(=O)(=O)c2sc(Cl)c([H])c2[H])C1([H])[H],True
725,0,0,725:0:0,-6.9944,[H]c1c([H])c(Br)c2c(c([H])c(C(=O)N(C([H])([H])[H])C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])n2[H])c1OC([H])([H])[H],True
726,0,0,726:0:0,-5.49551,[H]c1nc([H])c(-c2nc3c([H])c(N([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c3o2)c([H])c1Br,True
729,0,0,729:0:0,-8.07066,[H]c1nc(SC2([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(-c3c([H])c([H])c(F)c([H])c3[H])c([H])sc2n1,True
731,0,0,731:0:0,-7.82843,[H]C1=C(c2sc([H])c([H])c2[H])N([H])c2nc([H])nn2C1([H])c1c([H])c(Br)c([H])c([H])c1F,True
732,0,0,732:0:0,-2.73192,[H]c1sc2nc3sc(C(=O)N([H])C([H])([H])C4([H])c5c([H])c([H])c([H])c([H])c5C([H])([H])C([H])([H])C4([H])[H])c([H])c3n2c1[H],True
733,1,0,733:1:0,-7.81055,[H]C(C(=O)N([H])C1([H])C([H])([H])c2c([H])nc(C([H])([H])[H])nc2C([H])([H])C1([H])[H])=C([H])c1nc2c([H])c(Cl)c([H])c([H])c2c([H])c1[H],True
734,0,0,734:0:0,-6.23458,[H]c1c([H])c([H])c(-n2nc(C(=O)N([H])C3([H])c4c([H])c([H])c([H])c([H])c4OC([H])([H])C3([H])[H])c3c2C([H])([H])C([H])([H])C3([H])[H])c(F)c1[H],True
735,0,0,735:0:0,-7.48078,[H]c1c(Cl)c2c(c([H])c1C([H])([H])C(=O)N([H])c1nc3c(s1)C([H])([H])C([H])([H])C([H])([H])C3([H])[H])OC([H])([H])C([H])([H])C([H])([H])O2,True
736,0,0,736:0:0,-7.34117,[H]c1c([H])c([H])c2c(c1[H])N([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])N2C(=O)C([H])(Sc1c([H])c(F)c([H])c([H])c1F)C([H])([H])[H],True
739,0,0,739:0:0,-7.56881,[H]c1c([H])c(N([H])C(=O)N2C([H])(c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3[H])SC([H])([H])C2([H])[H])c([H])c([H])c1Cl,True
740,0,0,740:0:0,-4.74344,[H]c1nn(C([H])(C(=O)N([H])c2nc(-c3oc4c([H])c([H])c(Cl)c([H])c4c3[H])c([H])s2)C([H])([H])[H])c([H])c1[H],True
749,0,0,749:0:0,-7.63878,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1N([H])C(=O)c1c([H])n(C([H])([H])[H])c(=O)c2c1c1c([H])c([H])c([H])c([H])c1n2C([H])([H])[H],True
750,0,0,750:0:0,-8.89813,[H]c1c([H])c([H])c2c(nc(-c3c(N([H])C(=O)C4([H])OC([H])([H])C([H])([H])C4([H])[H])sc4c3C([H])([H])C([H])([H])C([H])([H])C4([H])[H])n2[H])c1[H],True
751,0,0,751:0:0,-7.61139,[H]c1nc(N([H])C(=O)C([H])(Sc2nc3c([H])c([H])c(Cl)c([H])c3n2[H])C([H])([H])[H])c([H])c([H])c1Cl,True
752,0,0,752:0:0,-10.1607,[H]Oc1c([H])c([H])c([H])c(N=C2SC(=C([H])c3c([H])n([H])c4c([H])c([H])c([H])c([H])c34)C(=O)N2C([H])([H])C([H])([H])[H])c1[H],True
753,0,0,753:0:0,-8.10378,[H]c1nc(N2C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H])c2sc3nc(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c4c(c3c2n1)C([H])([H])C([H])([H])C4([H])[H],True
754,0,0,754:0:0,-6.71193,[H]c1c([H])c(Cl)c(OC(C(=O)N([H])c2c([H])c([H])c3c(c([H])nn3[H])c2[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1Cl,True
757,0,0,757:0:0,-7.57155,[H]C1=C([H])C2([H])c3c([H])c(C(=O)N([H])C([H])([H])C([H])([H])[H])c([H])c([H])c3N([H])C([H])(c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])C2([H])C1([H])[H],True
758,0,0,758:0:0,-6.89891,[H]c1sc(N([H])c2c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c2[H])nc1-c1c([H])c(C(=O)N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])n([H])c1[H],True
759,0,0,759:0:0,-8.80307,[H]Oc1c(C([H])(c2c([H])sc([H])c2[H])N([H])c2nc([H])c([H])c([H])c2[H])c([H])c(Cl)c2c([H])c([H])c([H])nc12,True
760,0,0,760:0:0,-4.38404,[H]c1nc2onc(C([H])(C([H])([H])[H])C([H])([H])[H])c2c([H])c1C(=O)N([H])c1c([H])c([H])c2c(c1[H])c1c(n2[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],True
761,0,0,761:0:0,-5.93601,[H]c1nc2c(c([H])c1[H])c([H])c([H])c1c([H])c(C(=O)N([H])c3c([H])c(C([H])([H])[H])c(Cl)c([H])c3OC([H])([H])[H])n([H])c12,True
762,1,0,762:1:0,-6.47182,[H]C(=N[N-]c1oc(C([H])(C([H])([H])[H])C([H])([H])[H])nc1C#N)c1c([H])n([H])c2c([H])c([H])c(Br)c([H])c12,True
764,0,0,764:0:0,-9.29963,[H]Oc1c([H])c([H])c([H])c([H])c1C1=C([H])C([H])(c2c([H])nc([H])c([H])c2[H])N([H])C([H])(c2c([H])c([H])c([H])c([H])c2Cl)N1[H],True
765,0,0,765:0:0,-7.36112,[H]c1nn(C([H])([H])[H])c2c1C([H])(N([H])c1nc(C([H])([H])[H])nc3sc4c(c13)C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C4([H])[H])C([H])([H])C([H])([H])C2([H])[H],True
766,0,0,766:0:0,-7.11164,[H]c1c([H])c(N([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])N(c3nc4c([H])c([H])c([H])c([H])c4s3)C([H])([H])C2([H])[H])c([H])c(C([H])([H])[H])c1[H],True
768,0,0,768:0:0,-6.71009,[H]C1=C([H])C([H])(C([H])([H])C(=O)N([H])C2([H])C([H])([H])c3c(n([H])c4c([H])c(Cl)c([H])c(Cl)c34)C([H])([H])C2([H])[H])C([H])([H])C1([H])[H],True
770,0,0,770:0:0,-9.41392,[H]c1sc(-c2nc(Sc3nnc(C([H])([H])[H])n3N([H])[H])c3c(C([H])([H])[H])c(C([H])([H])[H])sc3n2)c([H])c1[H],True
771,0,0,771:0:0,-7.07903,[H]c1c([H])c([H])c(-n2c(C(=O)N([H])c3c([H])c([H])c4c(c3[H])OC(F)(F)O4)c([H])n([H])c2=S)c([H])c1[H],True
772,0,0,772:0:0,-8.81465,[H]C(=NN([H])C(=O)c1nn([H])c(-c2c([H])c([H])c(Cl)c(Cl)c2[H])c1[H])c1sc([H])c([H])c1[H],True
773,0,0,773:0:0,-6.03092,[H]c1c([H])c(SC([H])([H])[H])c([H])c(N([H])C(=O)c2sc3c(c2[H])c(=O)n([H])c2c([H])c([H])c([H])c([H])c32)c1[H],True
775,0,0,775:0:0,-6.82014,[H]c1oc2c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c2c1C([H])([H])C(=O)N([H])N([H])c1c(F)c(F)nc(F)c1F,True
777,0,0,777:0:0,-8.18774,[H]c1nc(N([H])c2c([H])c([H])c([H])c(Br)c2[H])c2c([H])nn(-c3c([H])c([H])c([H])c([H])c3[H])c2n1,True
778,0,0,778:0:0,-7.51122,[H]c1c([H])c(N([H])C(=O)c2oc3c([H])c([H])c([H])c([H])c3c2N([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(F)c1F,True
779,0,0,779:0:0,-7.77816,[H]c1c([H])c(OC([H])([H])[H])c(-c2c(C#N)c(N([H])[H])nc3c2C([H])([H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C3([H])[H])c([H])c1OC([H])([H])[H],True
780,0,0,780:0:0,-6.57917,[H]c1c([H])c(N([H])C(=O)C2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1N([H])C(=O)c1c([H])c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2n1[H],True
781,0,0,781:0:0,-7.57448,[H]c1sc(C(=O)N([H])c2c([H])c([H])c([H])c(N([H])C(=O)c3nn([H])c4c([H])c([H])c([H])c([H])c34)c2[H])c([H])c1[H],True
782,0,0,782:0:0,-8.89922,[H]c1c([H])c([H])c2c(=O)n([H])c(-c3c(-c4nn(C([H])([H])[H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c4[H])nn(C([H])([H])[H])c3N([H])[H])nc2c1[H],True
783,0,0,783:0:0,-6.73941,[H]c1c([H])c([H])c2c([H])c(N([H])C(=O)C3([H])C([H])([H])C3([H])[H])c(C(=O)N=c3n([H])c4c([H])c([H])c([H])c([H])c4n3[H])c([H])c2c1[H],True
784,1,0,784:1:0,-7.42088,[H]c1c([H])c(N=C2SC([H])(C([H])([H])[H])C(c3c([H])n([H])c4c([H])c([H])c([H])c([H])c34)=NN2[H])c([H])c(N([H])C(=O)C([H])([H])[H])c1[H],True
785,0,0,785:0:0,-9.72658,[H]c1c([H])c([H])c2nc(-n3nc(C([H])([H])[H])c([H])c3C([H])([H])[H])c(N([H])c3c([H])c([H])c4c(c3[H])n([H])c(=O)n4[H])nc2c1[H],True
786,0,0,786:0:0,-8.91482,[H]Oc1c([H])c([H])c(-c2c([H])sc(N([H])C([H])([H])[H])[n+]2N=C([H])c2c(C([H])([H])[H])n([H])c3c([H])c([H])c([H])c([H])c23)c([O-])c1[H],True
787,0,0,787:0:0,-6.16525,[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c(N([H])C(=O)N([H])C([H])([H])C3([H])Oc4c([H])c([H])c([H])c([H])c4OC3([H])[H])c([H])c2[H])c([H])c1[H],True
788,0,0,788:0:0,-7.33639,[H]C(C(=O)N([H])N([H])C(=O)c1nn([H])c2c1C([H])([H])C([H])([H])C([H])([H])C2([H])[H])=C([H])c1c([H])c(Cl)c([H])c(Cl)c1[H],True
790,0,0,790:0:0,-6.89422,[H]c1nc(N([H])C(=O)C([H])(Sc2nn([H])c3nc4c([H])c([H])c([H])c([H])c4n23)C([H])([H])[H])c([H])c([H])c1Cl,True
791,0,0,791:0:0,-7.28862,[H]c1sc(C([H])([H])N([H])C(=O)c2nnn(-c3c([H])c([H])c(Cl)c([H])c3Cl)c2N([H])[H])c([H])c1[H],True
792,0,0,792:0:0,-8.47123,[H]c1c(Cl)c(N([H])[H])c(Cl)c([H])c1N([H])c1c([H])c(C([H])([H])[H])nc2nc(C(F)(F)F)nn12,True
794,0,0,794:0:0,-6.50512,[H]c1c([H])c(N([H])C(=O)C([H])(N([H])c2c([H])c([H])c3c(c2[H])C([H])([H])C([H])([H])C(=O)N3[H])C([H])([H])[H])c([H])c(Cl)c1Cl,True
797,0,0,797:0:0,-6.42194,[H]c1c([H])c([H])c2c(C([H])([H])[H])c(C(=O)N([H])N([H])C(=O)N([H])c3sc(C([H])([H])[H])c(C([H])([H])[H])c3C#N)oc2c1[H],True
798,0,0,798:0:0,-9.82242,[H]c1c([H])c([H])c(-n2c(N([H])[H])c(C(=O)N([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c3nc4c([H])c([H])c([H])c([H])c4nc32)c([H])c1[H],True
800,0,0,800:0:0,-9.20286,[H]Oc1c([H])c([H])c([H])c(C(=NN([H])C(=O)c2c([H])c(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)nn2[H])C([H])([H])[H])c1[H],True
801,0,0,801:0:0,-7.96175,[H]c1c([H])c([H])c(N([H])C(=O)N([H])c2c([H])c([H])c([H])c(-c3nc4c([H])c([H])c(OC([H])([H])[H])nn4c3[H])c2[H])c(F)c1[H],True
802,0,0,802:0:0,-7.60033,[H]Oc1c([H])c(O[H])c(C([H])([H])C([H])([H])[H])c([H])c1-c1c(-c2nnc(-c3c([H])c([H])c([H])c([H])c3[H])s2)c([H])nn1[H],True
803,0,0,803:0:0,-7.42385,[H]n1nc(C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])nc1SC([H])(c1nc2sc(C([H])([H])[H])c(C([H])([H])[H])c2c(=O)n1[H])C([H])([H])[H],True
804,0,0,804:0:0,-6.43659,[H]c1c(C(=O)N([H])N([H])C(=O)c2c([H])c([H])c3c(nc([H])n3[H])c2[H])sc2c1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],True
805,0,0,805:0:0,-5.17091,[H]c1c(N([H])C(=O)c2sc3nc(C([H])([H])[H])c([H])c(C([H])([H])[H])c3c2N([H])[H])c([H])c2nc(C([H])([H])[H])sc2c1[H],True
806,0,0,806:0:0,-8.67164,[H]c1sc(-c2nc(N([H])C([H])([H])c3c(C([H])([H])[H])c([H])c(C([H])([H])[H])n([H])c3=O)c3c([H])c([H])c([H])c([H])c3n2)c([H])c1[H],True
807,0,0,807:0:0,-6.82801,[H]c1sc(N([H])C(=O)c2sc3nc(-c4sc([H])c([H])c4[H])c([H])c([H])c3c2N([H])[H])nc1C([H])([H])[H],True
809,0,0,809:0:0,-8.17678,[H]c1c([H])c(N([H])S(=O)(=O)C([H])([H])[H])c([H])c(C([H])([H])[H])c1N([H])c1c2c([H])c([H])c([H])c([H])c2[n+]([H])c2c([H])c([H])c([H])c([H])c12,True
810,0,0,810:0:0,-8.64382,[H]Oc1c([H])c([H])c([H])c([H])c1C1=C([H])C([H])(c2c([H])nc([H])c([H])c2[H])N([H])C([H])(c2c([H])c([H])c([H])c(Cl)c2[H])N1[H],True
812,0,0,812:0:0,-6.23758,[H]c1sc(N([H])C(=O)C([H])(Sc2nc3c([H])c([H])c(Cl)c([H])c3n2[H])C([H])([H])[H])c(C#N)c1[H],True
813,0,0,813:0:0,-7.77316,[H]c1sc(-c2onc(C(=O)N([H])c3c([H])c([H])c4c(c3[H])c3c(n4[H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2[H])c([H])c1[H],True
814,0,0,814:0:0,-7.63392,[H]C1=C(C([H])([H])C([H])([H])N([H])c2nc([H])nc3c4c([H])c(Br)c([H])c([H])c4n([H])c23)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],True
815,0,0,815:0:0,-7.68219,[H]c1c(C(=O)N([H])c2c([H])c([H])c3c(c2[H])OC2(O3)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])[n-]c(Cl)c1Cl,True
816,0,0,816:0:0,-5.73262,[H]c1sc(-c2nnc([S-])n2C([H])([H])C(=O)N([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],True
817,0,0,817:0:0,-6.74567,[H]c1c([H])c(N([H])C(=O)N([H])c2nnc(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])s2)c(Cl)c([H])c1Cl,True
818,1,0,818:1:0,-7.66155,[H]C(=C(C#N)C(=O)N([H])c1c([H])c(C([H])([H])[H])c(Cl)c([H])c1OC([H])([H])[H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,True
820,1,0,820:1:0,-7.80082,[H]C(=C1C(C([H])([H])[H])=C(C#N)c2nc(N([H])[H])c(C#N)c(C([H])([H])[H])c21)c1oc(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],True
821,0,0,821:0:0,-4.54517,[H]c1nc(N([H])c2c([H])c([H])c(C([H])([H])C(=O)N([H])C([H])([H])[H])c([H])c2[H])c2c3c(sc2n1)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C3([H])[H],True
822,0,0,822:0:0,-5.90724,[H]c1c([H])c(N([H])C(=O)c2nn([H])c3c2C([H])([H])C([H])([H])c2c([H])c(OC([H])([H])[H])c([H])c([H])c2-3)c(C([H])([H])[H])c([H])c1Cl,True
823,0,0,823:0:0,-9.75339,[H]c1c(-c2nc3c([H])c([H])c([H])c([H])n3c2N([H])c2c([H])c([H])c3c(c2[H])OC([H])([H])C([H])([H])O3)sc(C([H])([H])[H])c1[H],True
825,0,0,825:0:0,-8.48814,[H]c1c([H])c(-n2nc(C([H])([H])[H])c3c([H])c(C(=O)N([H])c4nn([H])c(C([H])([H])[H])c4[H])sc32)c([H])c([H])c1Cl,True
826,0,0,826:0:0,-6.8324,[H]c1c([H])c(-n2c(C([H])([H])[H])c([H])c([H])c2C([H])([H])[H])c([H])c(C(=O)N=c2n([H])c3c([H])c([H])c([H])c([H])c3n2[H])c1Cl,True
831,0,0,831:0:0,-6.88359,[H]c1c(Cl)c([H])c(Cl)c(N([H])N([H])C(=O)C([H])([H])c2noc3c([H])c([H])c([H])c([H])c23)c1Cl,True
833,0,0,833:0:0,-5.6321,[H]c1c([H])c(F)c([H])c(C(=O)N([H])c2c([H])c([H])c3c(c2[H])C(=O)N([H])c2c([H])c(C([H])([H])[H])c([H])c([H])c2O3)c1[H],True
835,0,0,835:0:0,-5.95135,[H]c1c(C([H])([H])[H])oc(C([H])([H])[H])c1C(=O)N([H])N([H])C(=O)c1sc2c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c2c1Cl,True
837,3,0,837:3:0,-9.08771,[H]N=C1SC(=C([H])c2c([H])c([H])c([H])c([H])c2[O-])C(=O)N1c1c([H])c([H])c([H])c(C(F)(F)F)c1[H],True
838,0,0,838:0:0,-7.67063,[H]Oc1c([H])c(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C1([H])N([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2-c2c([H])c(C([H])([H])[H])nn21,True
839,0,0,839:0:0,-8.08048,[H]c1nc(N([H])c2c([H])c([H])c([H])c([H])c2Br)c2c([H])nn(-c3c([H])c([H])c([H])c([H])c3[H])c2n1,True
840,0,0,840:0:0,-3.2944,[H]c1sc2nc(SC([H])(C(=O)N3c4c([H])c([H])c([H])c([H])c4SC([H])([H])C3([H])[H])C([H])([H])[H])nc(N([H])[H])c2c1[H],True
841,0,0,841:0:0,-7.21,[H]c1oc(C2([H])N(c3nc(C(C#N)=C(N([H])[H])C([H])([H])[H])c([H])s3)N=C(c3sc([H])c([H])c3[H])C2([H])[H])c([H])c1[H],True
842,0,0,842:0:0,-7.15726,[H]c1c(C(=O)N([H])c2c([H])c([H])c3c(c2[H])c2c(n3[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])oc(C([H])([H])n2c([H])c([H])c([H])c([H])c2=O)c1[H],True
843,0,0,843:0:0,-7.98754,[H]c1nc2c(nc(SC([H])([H])C(=O)N([H])c3c([H])c(Cl)c([H])c([H])c3Cl)n2[H])c([H])c1Cl,True
844,0,0,844:0:0,-5.31379,[H]c1c([H])c(-c2c([H])c3c([H])c([H])c([H])c([H])c3n2[H])c([H])c(N([H])C(=O)C2([H])C([H])([H])N(C(=O)C3([H])C([H])([H])C3([H])[H])C([H])([H])C([H])([H])C2([H])[H])c1[H],True
845,0,0,845:0:0,-6.24267,[H]C(=C([S-])N([H])c1c([H])c([H])c([H])c(OC([H])([H])[H])c1[H])C1=[N+]([H])C([H])([H])C([H])([H])c2c([H])c3c(c([H])c21)OC([H])([H])C([H])([H])C([H])([H])O3,True
846,0,0,846:0:0,-9.04728,[H]c1c([H])c([H])c2oc(N([H])C3([H])C([H])([H])C([H])([H])N(C(=O)N([H])c4c([H])c([H])c([H])c5c([H])c([H])c([H])c([H])c45)C([H])([H])C3([H])[H])nc2c1[H],True
847,0,0,847:0:0,-5.75541,[H]c1nc2c(c(C([H])([H])[H])nn2C([H])([H])[H])c([H])c1C(=O)N([H])N([H])c1c(Cl)c([H])c(Cl)c([H])c1Cl,True
848,0,0,848:0:0,-4.5176,[H]c1nc(N([H])C(=O)c2c([H])n([H])c(=S)n2-c2c([H])c([H])c(F)c([H])c2[H])c([H])c([H])c1N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],True
852,0,0,852:0:0,-8.34906,[H]c1c([H])c([H])c2c(c1[H])C(=O)N(C([H])([H])C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C2([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,True
853,0,0,853:0:0,-7.46012,[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c(N=C3C(=O)N([H])c4c([H])c([H])c(Br)c([H])c43)c([H])c2[H])c([H])c1[H],True
854,0,0,854:0:0,-7.5867,[H]c1oc2c(N([H])C(=O)C([H])([H])[H])c([H])c3c(C([H])([H])[H])c([H])c(=O)oc3c2c1N([H])c1c([H])c([H])c(Cl)c([H])c1[H],True
855,0,0,855:0:0,-7.36069,[H]c1sc(N([H])c2c([H])c([H])c([H])c(Cl)c2C([H])([H])[H])[n+](C([H])([H])C(=O)N([H])C([H])([H])[H])c1-c1c([H])c(C([H])([H])[H])n([H])c1C([H])([H])[H],True
856,0,0,856:0:0,-9.07991,[H]c1c([H])c([H])c(N([H])C(=O)N([H])C([H])([H])C(=O)N2C([H])([H])c3c([H])c([H])c([H])c([H])c3C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H],True
857,0,0,857:0:0,-5.27577,[H]c1sc2c(c1[H])C([H])([H])N(C([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)c1c(C([H])([H])[H])nc3c([H])c(F)c([H])c([H])c3c1[H])C([H])([H])C2([H])[H],True
858,0,0,858:0:0,-7.33163,[H]c1c([H])c([H])c2c(c1[H])c1c([H])c(C(=O)N([H])N([H])C(=O)c3c([H])c(Cl)c([H])n3C([H])([H])[H])sc1n2C([H])([H])[H],True
859,0,0,859:0:0,-7.75581,[H]c1c(F)c(F)c([H])c(C(=O)N([H])c2c([H])c([H])c(N([H])C(=O)C3([H])OC([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])c1Cl,True
860,0,0,860:0:0,-7.97061,[H]c1c(OC([H])([H])[H])nnc(-c2c([H])c([H])c(Cl)c(N([H])C(=O)N([H])c3c([H])c([H])c(F)c(F)c3[H])c2[H])c1[H],True
861,0,0,861:0:0,-6.62903,[H]Oc1c([H])c([H])c(Cl)c([H])c1N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])n1nc(C([H])([H])[H])c(Br)c1C([H])([H])[H],True
863,0,0,863:0:0,-7.56893,[H]c1sc(C([H])([H])[H])nc1-c1c([H])c(C(=O)N([H])C([H])([H])c2sc(Br)c([H])c2[H])n([H])c1[H],True
864,0,0,864:0:0,-8.31271,[H]Oc1c([H])c([H])c([H])c([H])c1N1C([H])([H])C([H])([H])[N+]([H])(C([H])(c2nnc(-c3c([H])c([H])c([H])c(Cl)c3[H])o2)C([H])([H])[H])C([H])([H])C1([H])[H],True
865,0,0,865:0:0,-6.03864,[H]c1c([H])c(N([H])C(=O)c2oc3c([H])c([H])c([H])c([H])c3c2C([H])([H])SC([H])([H])[H])c([H])c2c1SC([H])([H])C(=O)N2[H],True
879,0,0,879:0:0,-7.66484,[H]C([H])(Sc1nc2sc3c(c2c(=O)n1C([H])([H])C1([H])OC([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C3([H])[H])c1c(F)c(F)c(F)c(F)c1F,True
895,0,0,895:0:0,-6.37828,[H]C(=N[n+]1c(N([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])sc([H])c1-c1sc(Br)c([H])c1[H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],True
900,1,0,900:1:0,-6.5681,[H]C(=C(C#N)c1nc2sc3c(c2c(=O)[n-]1)C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C3([H])[H])c1oc([H])c([H])c1[H],True
902,1,0,902:1:0,-8.57155,[H]C(=Nc1sc2c(c1C#N)C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C2([H])[H])c1nc2c([H])c([H])c([H])c([H])c2n1[H],True
903,1,0,903:1:0,-7.73551,[H]C(=Nc1c([H])c(Cl)c(Cl)c([H])c1Cl)c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,True
904,1,0,904:1:0,-8.55037,[H]Oc1c(N=Nc2c([H])c([H])c(Br)c([H])c2[H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,True
905,1,0,905:1:0,-8.54923,[H]C(=C(C#N)c1nc2c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c2n1[H])c1c(F)c([H])c([H])c([H])c1Cl,True
906,0,0,906:0:0,-7.83146,[H]c1sc2c(c1C(=O)N([H])c1c([H])c([H])c([H])c3c([H])c([H])c([H])c([H])c13)C([H])([H])C([H])([H])C([H])(C([H])([H])C([H])([H])[H])C2([H])[H],True
908,0,0,908:0:0,-8.89353,[H]C1=C([H])C2([H])c3c(c([H])c(C([H])([H])[H])c([H])c3C([H])([H])[H])N([H])C([H])(c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)C2([H])C1([H])[H],True
909,0,0,909:0:0,-9.06639,[H]C1=C(c2sc([H])c([H])c2[H])[N-]c2c([H])c([H])c([H])c([H])c2SC1([H])c1c([H])c([H])c([H])c([H])c1F,True
910,0,0,910:0:0,-7.11518,[H]c1c(Cl)c(N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C2([H])[H])c(Cl)c([H])c1Br,True
913,0,0,913:0:0,-7.53826,[H]c1c(C([H])([H])[H])sc(C2([H])N(C(=O)N([H])c3c([H])c([H])c([H])c(F)c3[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H],True
914,0,0,914:0:0,-7.60103,[H]c1c([H])c(C([H])([H])[H])c(N([H])c2nc(C([H])([H])[H])nc3sc4c(c23)C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c([H])c1C([H])([H])[H],True
915,0,0,915:0:0,-8.4178,[H]c1nc(N([H])c2c([H])c([H])c(Cl)c([H])c2Cl)c2c([H])c(C([H])([H])C([H])([H])[H])sc2n1,True
916,0,0,916:0:0,-8.514,[H]c1c([H])c(Cl)c(-n2nc(C3([H])C([H])([H])C([H])([H])C3([H])[H])c3c2N([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1Cl,True
917,1,0,917:1:0,-7.32251,[H]c1c([H])c(Cl)c(N([H])N=Nc2c([H])c(Cl)c([H])c([H])c2Cl)c(Cl)c1[H],True
918,0,0,918:0:0,-8.75506,[H]c1c([H])c([H])c(-c2nc(N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[H])c3c([H])c([H])c([H])c([H])c3n2)c(F)c1[H],True
919,0,0,919:0:0,-7.7486,[H]c1c([H])c([H])c(N([H])N=C2Sc3sc(=S)sc3SC2([H])[H])c([H])c1[H],True
